rn,kddept,kdsatker,nmsatker,no_rekening,unit,saldo_akhir,kdbank,tgl_transaksi,updated_at
8589,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-19,2022-12-13 11:35:02
8590,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-19,2022-12-13 11:33:04
8591,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-19,2022-12-13 11:31:14
8592,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-19,2022-12-13 11:31:14
8593,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143307339554,002,2022-01-19,2022-12-13 11:31:13
8594,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,223205620657,008,2022-01-19,2022-12-13 11:31:08
8595,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4536084422,014,2022-01-19,2022-12-13 11:32:28
8596,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-18,2022-12-13 11:30:20
8597,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-18,2022-12-13 11:28:29
8598,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-18,2022-12-13 11:31:00
8599,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-18,2022-12-13 11:30:21
8600,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222707311709,008,2022-01-18,2022-12-13 11:30:20
8601,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-18,2022-12-13 11:31:00
8602,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-18,2022-12-13 11:30:21
8603,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222707311709,008,2022-01-18,2022-12-13 11:30:20
8604,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-17,2022-12-13 11:26:36
8605,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-17,2022-12-13 11:24:10
8606,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-17,2022-12-13 11:22:48
8607,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-17,2022-12-13 11:26:35
8608,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4499997304,014,2022-01-17,2022-12-13 11:26:36
8609,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-17,2022-12-13 11:26:36
8610,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143250165841,002,2022-01-17,2022-12-13 11:22:47
8611,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222411203938,008,2022-01-17,2022-12-13 11:24:46
8612,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-16,2022-12-13 11:22:11
8613,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4492149281,014,2022-01-16,2022-12-13 11:20:57
8614,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143192379813,002,2022-01-16,2022-12-13 11:20:17
8615,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-16,2022-12-13 11:21:32
8616,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-16,2022-12-13 11:20:55
8617,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222204418639,008,2022-01-16,2022-12-13 11:21:32
8618,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-16,2022-12-13 11:22:12
8619,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-16,2022-12-13 11:20:21
8620,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-15,2022-12-13 11:18:59
8621,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143192379813,002,2022-01-15,2022-12-13 11:18:24
8622,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-15,2022-12-13 11:17:44
8623,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4492149281,014,2022-01-15,2022-12-13 11:17:43
8624,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222171436752,008,2022-01-15,2022-12-13 11:18:58
8625,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673717495,009,2022-01-15,2022-12-13 11:18:59
8626,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-15,2022-12-13 11:19:41
8627,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-15,2022-12-13 11:19:42
8628,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143182781563,002,2022-01-14,2022-12-13 11:14:34
8629,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4492149281,014,2022-01-14,2022-12-13 11:13:16
8630,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-14,2022-12-13 11:17:04
8631,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-14,2022-12-13 11:14:34
8632,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,222016010477,008,2022-01-14,2022-12-13 11:16:27
8633,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-14,2022-12-13 11:13:16
8634,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-14,2022-12-13 11:15:14
8635,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17673267495,009,2022-01-14,2022-12-13 11:13:57
8636,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143141330518,002,2022-01-13,2022-12-13 11:09:54
8637,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-13,2022-12-13 11:11:12
8638,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17659750550,009,2022-01-13,2022-12-13 11:09:55
8639,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,221660867645,008,2022-01-13,2022-12-13 11:10:32
8640,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-13,2022-12-13 11:11:17
8641,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17659750550,009,2022-01-13,2022-12-13 11:09:55
8642,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,221660867645,008,2022-01-13,2022-12-13 11:10:32
8643,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-13,2022-12-13 11:11:17
8644,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143095316468,002,2022-01-12,2022-12-13 11:07:24
8645,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-12,2022-12-13 11:05:27
8646,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4479509661,014,2022-01-12,2022-12-13 11:06:45
8647,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-12,2022-12-13 11:06:46
8648,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-12,2022-12-13 11:07:24
8649,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,221183819860,008,2022-01-12,2022-12-13 11:04:16
8650,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-12,2022-12-13 11:04:50
8651,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-12,2022-12-13 11:07:24
8652,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-11,2022-12-13 11:02:52
8653,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143073325217,002,2022-01-11,2022-12-13 11:02:12
8654,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4479320662,014,2022-01-11,2022-12-13 11:00:26
8655,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-11,2022-12-13 11:02:53
8656,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-11,2022-12-13 11:02:12
8657,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-11,2022-12-13 11:02:12
8658,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-11,2022-12-13 11:02:51
8659,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,220825440279,008,2022-01-11,2022-12-13 11:00:26
8660,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-10,2022-12-13 10:56:22
8661,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,143057870167,002,2022-01-10,2022-12-13 10:57:07
8662,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-10,2022-12-13 10:55:09
8663,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4478778204,014,2022-01-10,2022-12-13 10:55:09
8664,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-10,2022-12-13 10:56:23
8665,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-10,2022-12-13 10:57:45
8666,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-10,2022-12-13 10:57:45
8667,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,220529488070,008,2022-01-10,2022-12-13 10:57:07
8668,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-09,2022-12-13 10:52:37
8669,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-09,2022-12-13 10:53:52
8670,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-09,2022-12-13 10:53:52
8671,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142998394217,002,2022-01-09,2022-12-13 10:53:17
8672,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,220185686405,008,2022-01-09,2022-12-13 10:53:17
8673,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4477876620,014,2022-01-09,2022-12-13 10:52:39
8674,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-09,2022-12-13 10:52:40
8675,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-09,2022-12-13 10:53:53
8676,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142998394217,002,2022-01-08,2022-12-13 10:51:55
8677,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-08,2022-12-13 10:50:06
8678,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-08,2022-12-13 10:50:05
8679,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4477876620,014,2022-01-08,2022-12-13 10:50:44
8680,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-08,2022-12-13 10:52:00
8681,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-08,2022-12-13 10:50:05
8682,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4477876620,014,2022-01-08,2022-12-13 10:50:44
8683,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-08,2022-12-13 10:52:00
8684,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-07,2022-12-13 10:46:55
8685,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142996505217,002,2022-01-07,2022-12-13 10:49:28
8686,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4477876620,014,2022-01-07,2022-12-13 10:49:28
8687,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-07,2022-12-13 10:46:55
8688,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-07,2022-12-13 10:46:55
8689,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-07,2022-12-13 10:46:54
8690,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,220055209179,008,2022-01-07,2022-12-13 10:46:54
8691,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-07,2022-12-13 10:45:38
8692,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-06,2022-12-13 10:43:42
8693,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4463366304,014,2022-01-06,2022-12-13 10:43:41
8694,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-06,2022-12-13 10:44:57
8695,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-06,2022-12-13 10:44:16
8696,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-06,2022-12-13 10:43:41
8697,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-06,2022-12-13 10:41:53
8698,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142961249817,002,2022-01-06,2022-12-13 10:44:56
8699,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,219863859493,008,2022-01-06,2022-12-13 10:43:46
8700,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142943981865,002,2022-01-05,2022-12-13 10:39:13
8701,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4462762806,014,2022-01-05,2022-12-13 10:36:46
8702,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-05,2022-12-13 10:40:32
8703,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17627333798,009,2022-01-05,2022-12-13 10:39:13
8704,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,219440926494,008,2022-01-05,2022-12-13 10:39:13
8705,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-05,2022-12-13 10:38:37
8706,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-05,2022-12-13 10:39:52
8707,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-05,2022-12-13 10:37:24
8708,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-04,2022-12-13 10:32:29
8709,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142911833815,002,2022-01-04,2022-12-13 10:33:40
8710,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-04,2022-12-13 10:32:18
8711,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17625362897,009,2022-01-04,2022-12-13 10:32:29
8712,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,219290745049,008,2022-01-04,2022-12-13 10:35:28
8713,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-04,2022-12-13 10:32:17
8714,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-04,2022-12-13 10:34:17
8715,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4459922813,014,2022-01-04,2022-12-13 10:36:06
8716,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142890857165,002,2022-01-03,2022-12-13 10:27:59
8717,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-03,2022-12-13 10:30:30
8718,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-03,2022-12-13 10:31:07
8719,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-03,2022-12-13 10:30:24
8720,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-03,2022-12-13 10:29:47
8721,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-03,2022-12-13 10:31:07
8722,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-03,2022-12-13 10:30:24
8723,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-03,2022-12-13 10:29:47
8724,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-02,2022-12-13 10:27:43
8725,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-02,2022-12-13 10:27:43
8726,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,216914462078,008,2022-01-02,2022-12-13 10:25:55
8727,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4457405041,014,2022-01-02,2022-12-13 10:27:44
8728,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-02,2022-12-13 10:26:32
8729,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-02,2022-12-13 10:25:51
8730,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142833197315,002,2022-01-02,2022-12-13 10:26:32
8731,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17619589266,009,2022-01-02,2022-12-13 10:27:09
8732,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142833197315,002,2022-01-01,2022-12-13 10:24:41
8733,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,216892732261,008,2022-01-01,2022-12-13 10:22:14
8734,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2022-01-01,2022-12-13 10:24:42
8735,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4457405041,014,2022-01-01,2022-12-13 10:24:42
8736,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7385807679,112,2022-01-01,2022-12-13 10:22:11
8737,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2022-01-01,2022-12-13 10:25:16
8738,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2022-01-01,2022-12-13 10:22:09
